Ticker,MarketCap,Price,Volume,Exchange,Sector,CompanyName,ScorePotential,ReasonsTags,Comments,Status,ChangeNotes,Date
VBOC,112933070,10.475,100,NASDAQ,FinancialServices,Viscogliosi Brothers Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 113M,New,,2025-08-08
AIFE,112901110,10.24,1,NASDAQ,FinancialServices,Aifeex Nexus Acquisition Corp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 113M,New,,2025-08-08
ULBI,112605410,6.77,239208,NASDAQ,Industrials,Ultralife Corporation,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 113M,New,,2025-08-08
PLMJ,112328700,11.0,13858,NASDAQ,FinancialServices,Plum Acquisition Corp. III,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 112M,New,,2025-08-08
MBGVX,112210619,9.06,0,NASDAQ,FinancialServices,AMG GW&K Core Bond ESG Fund - Class N,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 112M,New,,2025-08-08
DLFRX,112164061,9.02,0,NASDAQ,FinancialServices,DoubleLine Floating Rate Fund - Class N,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 112M,New,,2025-08-08
COOL,111994560,11.1,6233,NASDAQ,FinancialServices,Corner Growth Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 112M,New,,2025-08-08
ENER,111929668,10.5601,822074,NASDAQ,FinancialServices,Accretion Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 112M,New,,2025-08-08
CCIF,111920720,5.29,501380,NYSE,FinancialServices,Carlyle Credit Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 112M,New,,2025-08-08
SPHA,111688315,10.13,1613,NASDAQ,FinancialServices,Shepherd Ave Capital Acquisition Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 112M,New,,2025-08-08
LIONU,111485055,7.05,3522,NASDAQ,FinancialServices,Lionheart III Corp,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 111M,New,,2025-08-08
GPRF,111310958,50.5045,11485,NASDAQ,FinancialServices,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 111M,New,,2025-08-08
JEQ,111187560,7.86,46481,NYSE,FinancialServices,Abrdn Japan Equity Fund Inc,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 111M,New,,2025-08-08
TQGEX,110831528,20.17,0,NASDAQ,FinancialServices,T. Rowe Price Integrated Global Eq,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 111M,New,,2025-08-08
OFS,110802287,8.27,19605,NASDAQ,FinancialServices,OFS Capital Corporation,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 111M,New,,2025-08-08
GIFI,110644952,6.82,52422,NASDAQ,Industrials,"Gulf Island Fabrication, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 111M,New,,2025-08-08
SCLX,110386959,15.87,159645,NASDAQ,Healthcare,Scilex Holding Company,90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 110M,New,,2025-08-08
MGYR,110329698,17.05,5820,NASDAQ,FinancialServices,"Magyar Bancorp, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 110M,New,,2025-08-08
CRBP,110296800,9.0,88673,NASDAQ,Healthcare,"Corbus Pharmaceuticals Holdings, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 110M,New,,2025-08-08
KNSW,110182760,10.6,17620,NYSE,FinancialServices,KnightSwan Acquisition Corporation,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 110M,New,,2025-08-08
QABA,110014543,53.0569,14670,NASDAQ,FinancialServices,First Trust NASDAQ ABA Community Bank Index Fund,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 110M,New,,2025-08-08
NOEMU,109948552,10.62,300,NASDAQ,FinancialServices,CO2 Energy Transition Corp. Unit,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 110M,New,,2025-08-08
BRZU,109503853,61.25,54275,AMEX,FinancialServices,Direxion Daily MSCI Brazil Bull 2X Shares,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 110M,New,,2025-08-08
IHD,109496343,5.91,30478,NYSE,FinancialServices,Voya Emerging Markets High Dividend Equity Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 109M,New,,2025-08-08
TZOO,109397686,9.86,69493,NASDAQ,CommunicationServices,Travelzoo,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 109M,New,,2025-08-08
TSQ,109391575,6.69,105548,NYSE,CommunicationServices,"Townsquare Media, Inc.",70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 109M,New,,2025-08-08
PFADX,109280376,9.68,0,NASDAQ,FinancialServices,PFG BNY Mellon Diversifier Strategy Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 109M,New,,2025-08-08
INSG,109255328,7.28,197826,NASDAQ,Technology,Inseego Corp.,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 109M,New,,2025-08-08
KTXIX,109046235,18.15,0,NASDAQ,FinancialServices,"Commerce Funds, Kansas Tax Free Intermediate Bond Fd Inst Shs",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 109M,New,,2025-08-08
ATHR,109032713,9.01,33596,NASDAQ,Technology,"Aether Holdings, Inc. Common Stock",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 109M,New,,2025-08-08
FRD,108927159,15.43,13111,NASDAQ,BasicMaterials,"Friedman Industries, Incorporated",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 109M,New,,2025-08-08
RJI,108851917,8.105,408975,AMEX,FinancialServices,ELEMENTS Linked to the Rogers International Commodity Index - Total Return,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,AMEX | PriceBand 5–10 | MC 109M,New,,2025-08-08
QYLG,108843825,28.3573,14006,NASDAQ,FinancialServices,Global X Nasdaq 100 Covered Call & Growth ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 109M,New,,2025-08-08
OPNT,108798242,20.65,562778,NASDAQ,Healthcare,"Opiant Pharmaceuticals, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 109M,New,,2025-08-08
DRILX,108610148,21.57,0,NASDAQ,FinancialServices,Dimensional 2060 Target Dt Rtr Inc Instl,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 109M,New,,2025-08-08
BSBK,107974700,8.3,1363,NASDAQ,FinancialServices,Bogota Financial Corp.,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 108M,New,,2025-08-08
SBI,107307126,7.62,49298,NYSE,FinancialServices,Western Asset Intermediate Muni Fund Inc.,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 107M,New,,2025-08-08
ACSMX,106670579,11.32,0,NASDAQ,FinancialServices,Advisors Capital Small/Mid Cap,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 107M,New,,2025-08-08
FVAM,106567000,10.0,519323,NASDAQ,FinancialServices,5:01 Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 107M,New,,2025-08-08
CSPI,106324218,10.78,9523,NASDAQ,Technology,CSP Inc.,80,MC_50-150;Nasdaq;PrioritySector;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 106M,New,,2025-08-08
ASIEX,105964092,9.0,0,NASDAQ,FinancialServices,Strategic Income Fund - Investor Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 106M,New,,2025-08-08
TMKR,105934305,10.78,6211,NASDAQ,FinancialServices,Tastemaker Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 106M,New,,2025-08-08
GNT,105610960,6.52,26651,NYSE,FinancialServices,"GAMCO Natural Resources, Gold & Income Trust",60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 106M,New,,2025-08-08
MURF,105278463,16.85,231381,NASDAQ,FinancialServices,Murphy Canyon Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 105M,New,,2025-08-08
VWAV,105204170,7.27,443689,NASDAQ,Industrials,"VisionWave Holdings, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 105M,New,,2025-08-08
BSMN,105196789,25.045,50295,NASDAQ,FinancialServices,Invesco BulletShares (R) 2023 Municipal Bond ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 105M,New,,2025-08-08
HIMZ,105133841,20.27,4120116,NASDAQ,FinancialServices,Defiance Daily Target 2X Long HIMS ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 105M,New,,2025-08-08
TSDLX,104688897,9.49,0,NASDAQ,FinancialServices,T. Rowe Price Short Duration Income Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 105M,New,,2025-08-08
SDAC,104684376,10.38,3329,NASDAQ,FinancialServices,Sustainable Development Acquisition I Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 105M,New,,2025-08-08
FGMCU,104604509,10.2,519,NASDAQ,FinancialServices,FG Merger Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 105M,New,,2025-08-08
KVHI,104465335,5.33,32648,NASDAQ,Technology,"KVH Industries, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 104M,New,,2025-08-08
RMVIX,104315281,26.57,0,NASDAQ,,RBC Microcap Value I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 104M,New,,2025-08-08
PRE,104141500,7.99,10951,NASDAQ,Healthcare,Prenetics Global Limited,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 104M,New,,2025-08-08
UFO,104053292,30.23,120189,NASDAQ,FinancialServices,Procure Space ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 104M,New,,2025-08-08
STEM,103957500,12.45,414368,NYSE,Technology,"Stem, Inc.",75,MC_50-150;PrioritySector;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | MC 104M,New,,2025-08-08
PFTSX,103873094,10.51,0,NASDAQ,FinancialServices,PFG Janus Henderson Tactical Inc Stgy R,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 104M,New,,2025-08-08
RYPMX,103663380,187.73,0,NASDAQ,FinancialServices,Rydex Precious Metals Inv,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 104M,New,,2025-08-08
FAAR,103626978,28.68,10934,NASDAQ,FinancialServices,First Trust Alternative Absolute Return Strategy ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 104M,New,,2025-08-08
QFTA,103437216,10.26,10671,NYSE,FinancialServices,Quantum FinTech Acquisition Corporation,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 103M,New,,2025-08-08
HOFT,102798170,9.61,65720,NASDAQ,ConsumerCyclical,Hooker Furnishings Corporation,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 103M,New,,2025-08-08
FGMC,102649126,9.97,86962,NASDAQ,FinancialServices,FG Merger Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 103M,New,,2025-08-08
DDC,102598638,12.35,57518,AMEX,ConsumerDefensive,DDC Enterprise Limited,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 103M,New,,2025-08-08
JWAC,102575750,5.65,1422965,NASDAQ,FinancialServices,Jupiter Wellness Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 103M,New,,2025-08-08
FIGTX,102489833,9.78,0,NASDAQ,FinancialServices,Federated Hermes Short-Intermediate Government Fund - IS Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 102M,New,,2025-08-08
FIGIX,102489833,9.78,0,NASDAQ,FinancialServices,Federated Hermes Short-Intermediate Government Fund - SS Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 102M,New,,2025-08-08
ANZU,102473308,6.86,157285,NASDAQ,FinancialServices,Anzu Special Acquisition Corp I,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 102M,New,,2025-08-08
TRAMX,102220246,11.92,0,NASDAQ,FinancialServices,T. Rowe Price Africa & Middle East,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 102M,New,,2025-08-08
TWOA,102192479,10.7,64386,NYSE,FinancialServices,Two,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 102M,New,,2025-08-08
COYA,102022488,6.1,26458,NASDAQ,Healthcare,"Coya Therapeutics, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 102M,New,,2025-08-08
PFX,101958494,50.48,6,NASDAQ,FinancialServices,PhenixFIN Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 102M,New,,2025-08-08
PIE,101740365,22.2247,19713,NASDAQ,FinancialServices,Invesco DWA Emerging Markets Momentum ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 102M,New,,2025-08-08
IGAC,101562296,10.12,5100,NASDAQ,FinancialServices,IG Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 102M,New,,2025-08-08
LGVC,101309309,8.11,53059,NASDAQ,FinancialServices,LAMF Global Ventures Corp. I,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 101M,New,,2025-08-08
IROH,101172470,11.41,585,NASDAQ,FinancialServices,Iron Horse Acquisitions Corp. Common Stock,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 101M,New,,2025-08-08
MDWT,101049110,26.985,3853,NASDAQ,FinancialServices,Midwest Holding Inc.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 101M,New,,2025-08-08
NMI,101048782,9.82,22962,NYSE,FinancialServices,"Nuveen Municipal Income Fund, Inc.",60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 101M,New,,2025-08-08
PLMI,100951200,9.0,8522,NASDAQ,FinancialServices,Plum Acquisition Corp. I,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 101M,New,,2025-08-08
IOAC,100743360,9.6,21920,NASDAQ,FinancialServices,Innovative International Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 101M,New,,2025-08-08
RRGB,100739912,5.68,124017,NASDAQ,ConsumerCyclical,"Red Robin Gourmet Burgers, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 101M,New,,2025-08-08
PROV,100707692,15.21,1555,NASDAQ,FinancialServices,"Provident Financial Holdings, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 101M,New,,2025-08-08
CHPG,100172479,10.03,6998,NASDAQ,FinancialServices,ChampionsGate Acquisition Corporation Class A Ordinary Share,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 100M,New,,2025-08-08
HWKZ,100119748,10.26,37415,NYSE,FinancialServices,Hawks Acquisition Corp,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 100M,New,,2025-08-08
MSD,149964136,7.42,78891,NYSE,FinancialServices,"Morgan Stanley Emerging Markets Debt Fund, Inc.",60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 150M,New,,2025-08-08
LVAC,149931240,10.43,0,NASDAQ,FinancialServices,LAVA Medtech Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 150M,New,,2025-08-08
CZWI,149735110,14.99,18566,NASDAQ,FinancialServices,"Citizens Community Bancorp, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 150M,New,,2025-08-08
PFDOX,149454270,8.69,0,NASDAQ,FinancialServices,PFG PIMCO Active Core Bond Strategy R,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 149M,New,,2025-08-08
ENTA,149422434,6.99,100365,NASDAQ,Healthcare,"Enanta Pharmaceuticals, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 149M,New,,2025-08-08
BCSA,149388948,11.58,0,NASDAQ,FinancialServices,Blockchain Coinvestors Acquisition Corp. I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 149M,New,,2025-08-08
HSAQ,149233051,13.31,119605,NASDAQ,FinancialServices,Health Sciences Acquisitions Corporation 2,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 149M,New,,2025-08-08
HPX,149020640,17.57,1011752,NYSE,FinancialServices,HPX Corp.,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 149M,New,,2025-08-08
KRRO,148933171,15.86,81925,NASDAQ,Healthcare,"Korro Bio, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 149M,New,,2025-08-08
MHF,148792714,6.86,46875,NYSE,FinancialServices,Western Asset Municipal High Income Fund Inc.,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 149M,New,,2025-08-08
TZUP,148746556,15.37,562959,NASDAQ,CommunicationServices,Thumzup Media Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 149M,New,,2025-08-08
ETNRX,148337773,8.28,0,NASDAQ,FinancialServices,Eventide Core Bond N,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 148M,New,,2025-08-08
SCO,147326770,17.63,2474146,AMEX,FinancialServices,ProShares UltraShort Bloomberg Crude Oil,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 147M,New,,2025-08-08
AVUQ,147318902,56.2527,50576,NASDAQ,FinancialServices,Avantis U.S. Quality ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 147M,New,,2025-08-08
REDWX,146861034,18.32,0,NASDAQ,,Aspiration Redwood,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 147M,New,,2025-08-08
BANX,146619862,20.573,10040,NASDAQ,FinancialServices,ArrowMark Financial Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 147M,New,,2025-08-08
IBTP,146220441,25.6578,13933,NASDAQ,FinancialServices,iShares iBonds Dec 2034 Term Treasury ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 146M,New,,2025-08-08
MDV,146219796,14.45,44965,NYSE,RealEstate,Modiv Inc.,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 146M,New,,2025-08-08
IPOD,146131452,10.09,13826,NASDAQ,FinancialServices,Dune Acquisition Corporation II,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 146M,New,,2025-08-08
VCXB,146060901,11.07,16992,NYSE,FinancialServices,10X Capital Venture Acquisition Corp. III,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 146M,New,,2025-08-08
FMFC,145667984,7.96,1576482,NASDAQ,ConsumerCyclical,Kandal M Venture Limited,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 146M,New,,2025-08-08
ERNZ,145649045,22.1373,75963,NASDAQ,FinancialServices,TrueShares Active Yield ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 146M,New,,2025-08-08
CAEIX,145623444,12.82,0,NASDAQ,,Calvert Global Energy Solutions I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 146M,New,,2025-08-08
ACR,145591601,19.69,22180,NYSE,RealEstate,ACRES Commercial Realty Corp.,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 146M,New,,2025-08-08
AEYE,145263778,11.66,122740,NASDAQ,Technology,"AudioEye, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 145M,New,,2025-08-08
ELTX,145092790,9.07,35383,NASDAQ,Healthcare,"Elicio Therapeutics, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 145M,New,,2025-08-08
DMF,144885954,6.98,311586,NYSE,FinancialServices,"BNY Mellon Municipal Income, Inc.",70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 145M,New,,2025-08-08
ARHVX,144682300,13.76,0,NASDAQ,,American Century One Choice 2065 Inv,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 145M,New,,2025-08-08
POIRX,144671355,15.7,0,NASDAQ,FinancialServices,Polen International Growth Investor,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 145M,New,,2025-08-08
POIIX,144656618,15.93,0,NASDAQ,FinancialServices,Polen International Growth Institutional,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 145M,New,,2025-08-08
BKTI,144592502,39.36,39363,AMEX,Technology,BK Technologies Corporation,75,MC_50-150;PrioritySector;VolAdequate;DataComplete;NotOTC,AMEX | SectorPriority | MC 145M,New,,2025-08-08
RMBI,144560175,13.89,11558,NASDAQ,FinancialServices,"Richmond Mutual Bancorporation, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 145M,New,,2025-08-08
SOCL,144371568,57.0248,40463,NASDAQ,FinancialServices,Global X Social Media ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 144M,New,,2025-08-08
MNDFX,144272596,8.4,0,NASDAQ,,Manning & Napier Disciplined Value Series Class I,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 144M,New,,2025-08-08
MDFSX,144258923,7.78,0,NASDAQ,,Manning & Napier Disciplined Value Series Class S,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 144M,New,,2025-08-08
VOLJX,143923000,10.0,0,NASDAQ,FinancialServices,ABR 75/25 Volatility Investor,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 144M,New,,2025-08-08
FITSX,143566924,8.98,0,NASDAQ,FinancialServices,Federated Hermes Government Income Fund - Service Shares,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 144M,New,,2025-08-08
BWG,143234054,8.53,86243,NYSE,FinancialServices,Legg Mason BW Global Income Opportunities Fund Inc.,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 143M,New,,2025-08-08
INAC,143224800,9.96,9831,NASDAQ,FinancialServices,Indigo Acquisition Corp.,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 143M,New,,2025-08-08
BKKT,143160060,9.96,1088732,NYSE,Technology,"Bakkt Holdings, Inc.",85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | PriceBand 5–10 | MC 143M,New,,2025-08-08
DAIC,143159142,5.18,57697,NASDAQ,FinancialServices,"CID HoldCo, Inc. Common Stock",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 143M,New,,2025-08-08
LCA,142906590,10.54,48142,NASDAQ,FinancialServices,"Landcadia Holdings IV, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 143M,New,,2025-08-08
BCBP,142792832,8.32,62768,NASDAQ,FinancialServices,"BCB Bancorp, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 143M,New,,2025-08-08
ALTS,142779446,8.18,566104,NASDAQ,Technology,ALT5 Sigma Corporation,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 143M,New,,2025-08-08
FSGIX,142405050,9.65,0,NASDAQ,FinancialServices,Federated Hermes Short-Term Government Fund SS Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 142M,New,,2025-08-08
SSTI,142318913,11.23,40852,NASDAQ,Technology,"SoundThinking, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 142M,New,,2025-08-08
RCEL,142218460,5.38,430967,NASDAQ,Healthcare,"AVITA Medical, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 142M,New,,2025-08-08
